"symbol","uniprot","ensembl","entrez","name","signature"
"SH2B3","Q9UQQ2","ENSG00000111252",10019,"SH2B adapter protein 3","HighTmp"
NA,NA,NA,NA,NA,"HighTmp"
NA,NA,NA,NA,NA,"HighTmp"
"ZKSCAN7","Q9P0L1","ENSG00000281894",55888,"Zinc finger protein with KRAB and SCAN domains 7","HighTmp"
"KIF11","P52732","ENSG00000138160",3832,"Kinesin-like protein KIF11","HighTmp"
"KRT19","P08727","ENSG00000171345",3880,"Keratin, type I cytoskeletal 19","HighTmp"
"KDM3A","Q9Y4C1","ENSG00000115548",55818,"Lysine-specific demethylase 3A","HighTmp"
"CCT6B","Q92526","ENSG00000132141",10693,"T-complex protein 1 subunit zeta-2","HighTmp"
NA,NA,NA,NA,NA,"HighTmp"
"ABRA","Q8N0Z2","ENSG00000174429",137735,"Actin-binding Rho-activating protein","HighTmp"
NA,NA,NA,NA,NA,"HighTmp"
"PIGZ","Q86VD9","ENSG00000119227",80235,"GPI mannosyltransferase 4","HighTmp"
"HOXA13","P31271","ENSG00000106031",3209,"Homeobox protein Hox-A13","HighTmp"
"AMZ2","Q86W34","ENSG00000196704",51321,"Archaemetzincin-2","HighTmp"
"TCEA2","Q15560","ENSG00000171703",6919,"Transcription elongation factor A protein 2","HighTmp"
"ARHGAP15","Q53QZ3","ENSG00000075884",55843,"Rho GTPase-activating protein 15","HighTmp"
"CALCB","P10092","ENSG00000175868",797,"Calcitonin gene-related peptide 2","HighTmp"
"MCUB","Q9NWR8","ENSG00000005059",55013,"Calcium uniporter regulatory subunit MCUb, mitochondrial","HighTmp"
"SPRYD7","Q5W111","ENSG00000123178",57213,"SPRY domain-containing protein 7","HighTmp"
"FAS","P25445","ENSG00000026103",355,"Tumor necrosis factor receptor superfamily member 6","HighTmp"
"SCNN1D","P51172","ENSG00000162572",6339,"Amiloride-sensitive sodium channel subunit delta","HighTmp"
"ZNF502","Q8TBZ5","ENSG00000281448",91392,"Zinc finger protein 502","HighTmp"
"PGAM1","P18669","ENSG00000171314",5223,"Phosphoglycerate mutase 1","HighTmp"
"ELAC1","Q9H777","ENSG00000141642",55520,"Zinc phosphodiesterase ELAC protein 1","HighTmp"
"IQCD","Q96DY2","ENSG00000166578",115811,"Dynein regulatory complex protein 10","HighTmp"
NA,NA,NA,NA,NA,"HighTmp"
"CLN6","Q9NWW5","ENSG00000128973",54982,"Ceroid-lipofuscinosis neuronal protein 6","HighTmp"
"GALNT11","Q8NCW6","ENSG00000178234",63917,"Polypeptide N-acetylgalactosaminyltransferase 11","HighTmp"
NA,NA,NA,NA,NA,"HighTmp"
"DNTTIP2","Q5QJE6","ENSG00000067334",30836,"Deoxynucleotidyltransferase terminal-interacting protein 2","HighTmp"
"UFSP2","Q9NUQ7","ENSG00000109775",55325,"Ufm1-specific protease 2","HighTmp"
"PSME3IP1","Q9GZU8","ENSG00000172775",80011,"PSME3-interacting protein","HighTmp"
NA,NA,NA,NA,NA,"HighTmp"
"ANKRD20A1","Q5TYW2","ENSG00000260691",84210,"Ankyrin repeat domain-containing protein 20A1","HighTmp"
NA,NA,NA,NA,NA,"HighTmp"
NA,NA,NA,NA,NA,"HighTmp"
"SEMA5B","Q9P283","ENSG00000082684",54437,"Semaphorin-5B","HighTmp"
"METTL18","O95568","ENSG00000171806",92342,"Histidine protein methyltransferase 1 homolog","HighTmp"
NA,NA,NA,NA,NA,"HighTmp"
"SNRNP200","O75643","ENSG00000144028",23020,"U5 small nuclear ribonucleoprotein 200 kDa helicase","HighTmp"
"PRR15L","Q9BU68","ENSG00000167183",79170,"Proline-rich protein 15-like protein","HighTmp"
"ELFN2","Q5R3F8","ENSG00000166897",114794,"Protein phosphatase 1 regulatory subunit 29","HighTmp"
NA,NA,NA,NA,NA,"HighTmp"
"SRSF5","Q13243","ENSG00000100650",6430,"Serine/arginine-rich splicing factor 5","HighTmp"
"PLG","P00747","ENSG00000122194",5340,"Plasminogen","HighTmp"
NA,NA,NA,NA,NA,"HighTmp"
NA,NA,NA,NA,NA,"HighTmp"
"PARL","Q9H300","ENSG00000175193",55486,"Presenilins-associated rhomboid-like protein, mitochondrial","HighTmp"
NA,NA,NA,NA,NA,"HighTmp"
"ZSCAN30","Q86W11","ENSG00000186814",100101467,"Zinc finger and SCAN domain-containing protein 30","HighTmp"
"SAMD9","Q5K651","ENSG00000205413",54809,"Sterile alpha motif domain-containing protein 9","HighTmp"
"NMB","P08949","ENSG00000197696",4828,"Neuromedin-B","HighTmp"
"NMRAL1","Q9HBL8","ENSG00000274684",57407,"NmrA-like family domain-containing protein 1","HighTmp"
NA,NA,NA,NA,NA,"HighTmp"
NA,NA,NA,NA,NA,"HighTmp"
NA,NA,NA,NA,NA,"HighTmp"
"LRSAM1","Q6UWE0","ENSG00000148356",90678,"E3 ubiquitin-protein ligase LRSAM1","HighTmp"
"TMEM145","Q8NBT3","ENSG00000167619",284339,"Transmembrane protein 145","HighTmp"
NA,NA,NA,NA,NA,"HighTmp"
"ANKRD36C","Q5JPF3","ENSG00000174501",400986,"Ankyrin repeat domain-containing protein 36C","HighTmp"
"SELENOM","Q8WWX9","ENSG00000198832",140606,"Selenoprotein M","HighTmp"
NA,NA,NA,NA,NA,"HighTmp"
"MBTPS2","O43462","ENSG00000012174",51360,"Membrane-bound transcription factor site-2 protease","HighTmp"
"CSF1R","P07333","ENSG00000182578",1436,"Macrophage colony-stimulating factor 1 receptor","HighTmp"
"RGS10","O43665","ENSG00000148908",6001,"Regulator of G-protein signaling 10","HighTmp"
"PIGL","Q9Y2B2","ENSG00000108474",9487,"N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase","HighTmp"
"GRB7","Q14451","ENSG00000141738",2886,"Growth factor receptor-bound protein 7","HighTmp"
"OGFR","Q9NZT2","ENSG00000060491",11054,"Opioid growth factor receptor","HighTmp"
"TNNT1","P13805","ENSG00000105048",7138,"Troponin T, slow skeletal muscle","HighTmp"
"SQOR","Q9Y6N5","ENSG00000137767",58472,"Sulfide:quinone oxidoreductase, mitochondrial","HighTmp"
"RBM12","Q9NTZ6","ENSG00000244462",10137,"RNA-binding protein 12","HighTmp"
"ABCB6","Q9NP58","ENSG00000115657",10058,"ATP-binding cassette sub-family B member 6","HighTmp"
"SUMF2","Q8NBJ7","ENSG00000129103",25870,"Inactive C-alpha-formylglycine-generating enzyme 2","HighTmp"
"MIPEP","Q99797","ENSG00000027001",4285,"Mitochondrial intermediate peptidase","HighTmp"
"HACL1","Q9UJ83","ENSG00000131373",26061,"2-hydroxyacyl-CoA lyase 1","HighTmp"
"OR5K1","Q8NHB7","ENSG00000232382",26339,"Olfactory receptor 5K1","HighTmp"
"VPS25","Q9BRG1","ENSG00000131475",84313,"Vacuolar protein-sorting-associated protein 25","HighTmp"
"CD83","Q01151","ENSG00000112149",9308,"CD83 antigen","HighTmp"
"ISOC2","Q96AB3","ENSG00000063241",79763,"Isochorismatase domain-containing protein 2","HighTmp"
NA,NA,NA,NA,NA,"HighTmp"
"ZNF875","P10072","ENSG00000181666",284459,"Zinc finger protein 875","HighTmp"
"NFE2L3","Q9Y4A8","ENSG00000050344",9603,"Nuclear factor erythroid 2-related factor 3","HighTmp"
"BIK","Q13323","ENSG00000100290",638,"Bcl-2-interacting killer","HighTmp"
"SCN10A","Q9Y5Y9","ENSG00000185313",6336,"Sodium channel protein type 10 subunit alpha","HighTmp"
"PCSK4","Q6UW60","ENSG00000115257",54760,"Proprotein convertase subtilisin/kexin type 4","HighTmp"
"IFT52","Q9Y366","ENSG00000101052",51098,"Intraflagellar transport protein 52 homolog","HighTmp"
"CSN3","P07498","ENSG00000171209",1448,"Kappa-casein","HighTmp"
"MYO5B","Q9ULV0","ENSG00000167306",4645,"Unconventional myosin-Vb","HighTmp"
"CEP70","Q8NHQ1","ENSG00000114107",80321,"Centrosomal protein of 70 kDa","HighTmp"
"SMOX","Q9NWM0","ENSG00000088826",54498,"Spermine oxidase","HighTmp"
"ID1","P41134","ENSG00000125968",3397,"DNA-binding protein inhibitor ID-1","HighTmp"
"TMCO6","Q96DC7","ENSG00000113119",55374,"Transmembrane and coiled-coil domain-containing protein 6","HighTmp"
"METTL7B","Q6UX53","ENSG00000170439",196410,"Methyltransferase-like protein 7B","HighTmp"
NA,NA,NA,NA,NA,"C18"
NA,NA,NA,NA,NA,"C18"
"GLIS1","Q8NBF1","ENSG00000174332",148979,"Zinc finger protein GLIS1","C18"
"SPRY3","O43610","ENSG00000168939",10251,"Protein sprouty homolog 3","C18"
NA,NA,NA,NA,NA,"C18"
NA,NA,NA,NA,NA,"C18"
NA,NA,NA,NA,NA,"C18"
NA,NA,NA,NA,NA,"C18"
NA,NA,NA,NA,NA,"C18"
"GPR12","P47775","ENSG00000132975",2835,"G-protein coupled receptor 12","C18"
NA,NA,NA,NA,NA,"C18"
NA,NA,NA,NA,NA,"C18"
"CPNE4","Q96A23","ENSG00000196353",131034,"Copine-4","C18"
NA,NA,NA,NA,NA,"C18"
"SPAG4","Q9NPE6","ENSG00000061656",6676,"Sperm-associated antigen 4 protein","C18"
"SLC2A3","P11169","ENSG00000059804",6515,"Solute carrier family 2, facilitated glucose transporter member 3","C18"
NA,NA,NA,NA,NA,"C18"
"SOX1","O00570","ENSG00000182968",6656,"Transcription factor SOX-1","C18"
"PPFIA4","O75335","ENSG00000143847",8497,"Liprin-alpha-4","C18"
NA,NA,NA,NA,NA,"C18"
"HP","P00738","ENSG00000257017",3240,"Haptoglobin","C18"
NA,NA,NA,NA,NA,"C18"
"NPPB","P16860","ENSG00000120937",4879,"Natriuretic peptides B","C18"
"NDRG1","Q92597","ENSG00000104419",10397,"Protein NDRG1","C18"
"LOX","P28300","ENSG00000113083",4015,"Protein-lysine 6-oxidase","C18"
NA,NA,NA,NA,NA,"C18"
NA,NA,NA,NA,NA,"C18"
"CALCRL","Q16602","ENSG00000064989",10203,"Calcitonin gene-related peptide type 1 receptor","C18"
NA,NA,NA,NA,NA,"C18"
"OR2Y1","Q8NGV0","ENSG00000174339",134083,"Olfactory receptor 2Y1","C18"
"TSHB","P01222","ENSG00000134200",7252,"Thyrotropin subunit beta","C18"
"GZMB","P10144","ENSG00000100453",3002,"Granzyme B","C18"
"CSDC2","Q9Y534","ENSG00000172346",27254,"Cold shock domain-containing protein C2","C18"
"NWD1","Q149M9","ENSG00000188039",284434,"NACHT domain- and WD repeat-containing protein 1","C18"
"G0S2","P27469","ENSG00000123689",50486,"G0/G1 switch protein 2","CF-Bronchial"
"PLAU","P00749","ENSG00000122861",5328,"Urokinase-type plasminogen activator","CF-Bronchial"
"CXCL8","P10145","ENSG00000169429",3576,"Interleukin-8","CF-Bronchial"
"SAA1","P0DJI8","ENSG00000173432",6288,"Serum amyloid A-1 protein","CF-Bronchial"
"CXCR4","P61073","ENSG00000121966",7852,"C-X-C chemokine receptor type 4","CF-Bronchial"
"OSM","P13725","ENSG00000099985",5008,"Oncostatin-M","CF-Bronchial"
"CCRL2","O00421","ENSG00000121797",9034,"C-C chemokine receptor-like 2","CF-Bronchial"
"PROK2","Q9HC23","ENSG00000163421",60675,"Prokineticin-2","CF-Bronchial"
"SOD2","P04179","ENSG00000112096",6648,"Superoxide dismutase [Mn], mitochondrial","CF-Bronchial"
"S100A12","P80511","ENSG00000163221",6283,"Protein S100-A12","CF-Bronchial"
"HCAR3","P49019","ENSG00000255398",8843,"Hydroxycarboxylic acid receptor 3","CF-Bronchial"
"CSF3R","Q99062","ENSG00000119535",1441,"Granulocyte colony-stimulating factor receptor","CF-Bronchial"
"ISG15","P05161","ENSG00000187608",9636,"Ubiquitin-like protein ISG15","CF-Bronchial"
"PLEK","P08567","ENSG00000115956",5341,"Pleckstrin","CF-Bronchial"
"S100A9","P06702","ENSG00000163220",6280,"Protein S100-A9","CF-Bronchial"
"IL1B","P01584","ENSG00000125538",3553,"Interleukin-1 beta","CF-Bronchial"
"C15orf48","Q9C002","ENSG00000166920",84419,"Normal mucosa of esophagus-specific gene 1 protein","CF-Bronchial"
"SAA2","P0DJI9","ENSG00000134339",6289,"Serum amyloid A-2 protein","CF-Bronchial"
"TNFRSF1B","P20333","ENSG00000028137",7133,"Tumor necrosis factor receptor superfamily member 1B","CF-Bronchial"
"S100A8","P05109","ENSG00000143546",6279,"Protein S100-A8","CF-Bronchial"
"ITGAX","P20702","ENSG00000140678",3687,"Integrin alpha-X","CF-Bronchial"
"BCL2A1","Q16548","ENSG00000140379",597,"Bcl-2-related protein A1","CF-Bronchial"
"IFITM1","P13164","ENSG00000185885",8519,"Interferon-induced transmembrane protein 1","CF-Bronchial"
"NAMPT","P43490","ENSG00000105835",10135,"Nicotinamide phosphoribosyltransferase","CF-Bronchial"
"CCR1","P32246","ENSG00000163823",1230,"C-C chemokine receptor type 1","CF-Bronchial"
"IFITM3","Q01628","ENSG00000142089",10410,"Interferon-induced transmembrane protein 3","CF-Bronchial"
"LCP1","P13796","ENSG00000136167",3936,"Plastin-2","CF-Bronchial"
"FPR1","P21462","ENSG00000171051",2357,"fMet-Leu-Phe receptor","CF-Bronchial"
"IFI30","P13284","ENSG00000216490",10437,"Gamma-interferon-inducible lysosomal thiol reductase","CF-Bronchial"
"PI3","P19957","ENSG00000124102",5266,"Elafin","CF-Bronchial"
"AQP9","O43315","ENSG00000103569",366,"Aquaporin-9","CF-Bronchial"
"LILRB3","O75022","ENSG00000274587",11025,"Leukocyte immunoglobulin-like receptor subfamily B member 3","CF-Bronchial"
"PLAUR","Q03405","ENSG00000011422",5329,"Urokinase plasminogen activator surface receptor","CF-Bronchial"
"ALOX5AP","P20292","ENSG00000132965",241,"Arachidonate 5-lipoxygenase-activating protein","CF-Bronchial"
"CSRNP1","Q96S65","ENSG00000144655",64651,"Cysteine/serine-rich nuclear protein 1","CF-Bronchial"
"PPIF","P30405","ENSG00000108179",10105,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial","CF-Bronchial"
"RGS2","P41220","ENSG00000116741",5997,"Regulator of G-protein signaling 2","CF-Bronchial"
"IL1R2","P27930","ENSG00000115590",7850,"Interleukin-1 receptor type 2","CF-Bronchial"
"PHACTR1","Q9C0D0","ENSG00000112137",221692,"Phosphatase and actin regulator 1","CF-Bronchial"
"TPSAB1","Q15661","ENSG00000172236",7177,"Tryptase alpha/beta-1","CF-Bronchial"
"IL1RN","P18510","ENSG00000136689",3557,"Interleukin-1 receptor antagonist protein","CF-Bronchial"
"LPCAT1","Q8NF37","ENSG00000153395",79888,"Lysophosphatidylcholine acyltransferase 1","CF-Bronchial"
"MMP25","Q9NPA2","ENSG00000008516",64386,"Matrix metalloproteinase-25","CF-Bronchial"
"LILRA5","A6NI73","ENSG00000278355",353514,"Leukocyte immunoglobulin-like receptor subfamily A member 5","CF-Bronchial"
"GADD45B","O75293","ENSG00000099860",4616,"Growth arrest and DNA damage-inducible protein GADD45 beta","CF-Bronchial"
"CEACAM5","P06731","ENSG00000105388",1048,"Carcinoembryonic antigen-related cell adhesion molecule 5","CF-Bronchial"
"CCL3L3","P16619","ENSG00000277796",6349,"C-C motif chemokine 3-like 1","CF-Bronchial"
"CXCR2","P25025","ENSG00000180871",3579,"C-X-C chemokine receptor type 2","CF-Bronchial"
"IER3","P46695","ENSG00000235030",8870,"Radiation-inducible immediate-early gene IEX-1","CF-Bronchial"
"MNDA","P41218","ENSG00000163563",4332,"Myeloid cell nuclear differentiation antigen","CF-Bronchial"
"TMEM140","Q9NV12","ENSG00000146859",55281,"Transmembrane protein 140","CF-Bronchial"
"FGR","P09769","ENSG00000000938",2268,"Tyrosine-protein kinase Fgr","CF-Bronchial"
"ZFP36","P26651","ENSG00000128016",7538,"mRNA decay activator protein ZFP36","CF-Bronchial"
"ISG20","Q96AZ6","ENSG00000172183",3669,"Interferon-stimulated gene 20 kDa protein","CF-Bronchial"
"HPCAL1","P37235","ENSG00000115756",3241,"Hippocalcin-like protein 1","CF-Bronchial"
"SAT1","P21673","ENSG00000130066",6303,"Diamine acetyltransferase 1","CF-Bronchial"
"NCF4","Q15080","ENSG00000100365",4689,"Neutrophil cytosol factor 4","CF-Bronchial"
"CD53","P19397","ENSG00000143119",963,"Leukocyte surface antigen CD53","CF-Bronchial"
"LITAF","Q99732","ENSG00000189067",9516,"Lipopolysaccharide-induced tumor necrosis factor-alpha factor","CF-Bronchial"
"SERPINA3","P01011","ENSG00000196136",12,"Alpha-1-antichymotrypsin","CF-Bronchial"
"DUSP1","P28562","ENSG00000120129",1843,"Dual specificity protein phosphatase 1","CF-Bronchial"
"MMP9","P14780","ENSG00000100985",4318,"Matrix metalloproteinase-9","CF-Bronchial"
"FOS","P01100","ENSG00000170345",2353,"Proto-oncogene c-Fos","CF-Bronchial"
NA,NA,NA,NA,NA,"CF-Bronchial"
"CCL4","P13236","ENSG00000277943",6351,"C-C motif chemokine 4","CF-Bronchial"
"LY96","Q9Y6Y9","ENSG00000154589",23643,"Lymphocyte antigen 96","CF-Bronchial"
"LCN2","P80188","ENSG00000148346",3934,"Neutrophil gelatinase-associated lipocalin","CF-Bronchial"
"TREM1","Q9NP99","ENSG00000124731",54210,"Triggering receptor expressed on myeloid cells 1","CF-Bronchial"
"TNFAIP6","P98066","ENSG00000123610",7130,"Tumor necrosis factor-inducible gene 6 protein","CF-Bronchial"
"CYTIP","O60759","ENSG00000115165",9595,"Cytohesin-interacting protein","CF-Bronchial"
"CXCR1","P25024","ENSG00000163464",3577,"C-X-C chemokine receptor type 1","CF-Bronchial"
"FCER1G","P30273","ENSG00000158869",2207,"High affinity immunoglobulin epsilon receptor subunit gamma","CF-Bronchial"
"LCP2","Q13094","ENSG00000043462",3937,"Lymphocyte cytosolic protein 2","CF-Bronchial"
"CD48","P09326","ENSG00000117091",962,"CD48 antigen","CF-Bronchial"
"MX2","P20592","ENSG00000183486",4600,"Interferon-induced GTP-binding protein Mx2","CF-Bronchial"
"CD83","Q01151","ENSG00000112149",9308,"CD83 antigen","CF-Bronchial"
"HMOX1","P09601","ENSG00000100292",3162,"Heme oxygenase 1","CF-Bronchial"
"ADORA2A","P29274","ENSG00000128271",135,"Adenosine receptor A2a","CF-Bronchial"
"TNFSF14","O43557","ENSG00000125735",8740,"Tumor necrosis factor ligand superfamily member 14","CF-Bronchial"
"CD22","P20273","ENSG00000012124",933,"B-cell receptor CD22","CF-Bronchial"
"CYTH4","Q9UIA0","ENSG00000100055",27128,"Cytohesin-4","CF-Bronchial"
"PTGS2","P35354","ENSG00000073756",5743,"Prostaglandin G/H synthase 2","CF-Bronchial"
"RIPOR2","Q9Y4F9","ENSG00000111913",9750,"Rho family-interacting cell polarization regulator 2","CF-Bronchial"
"COTL1","Q14019","ENSG00000103187",23406,"Coactosin-like protein","CF-Bronchial"
"TCN1","P20061","ENSG00000134827",6947,"Transcobalamin-1","CF-Bronchial"
"SLA","Q13239","ENSG00000155926",6503,"Src-like-adapter","CF-Bronchial"
"NCF2","P19878","ENSG00000116701",4688,"Neutrophil cytosol factor 2","CF-Bronchial"
"HCLS1","P14317","ENSG00000180353",3059,"Hematopoietic lineage cell-specific protein","CF-Bronchial"
"IFIT3","O14879","ENSG00000119917",3437,"Interferon-induced protein with tetratricopeptide repeats 3","CF-Bronchial"
"CCL20","P78556","ENSG00000115009",6364,"C-C motif chemokine 20","CF-Bronchial"
"SIRPA","P78324","ENSG00000198053",140885,"Tyrosine-protein phosphatase non-receptor type substrate 1","CF-Bronchial"
"S100P","P25815","ENSG00000163993",6286,"Protein S100-P","CF-Bronchial"
"CCNA1","P78396","ENSG00000133101",8900,"Cyclin-A1","CF-Bronchial"
"VASP","P50552","ENSG00000125753",7408,"Vasodilator-stimulated phosphoprotein","CF-Bronchial"
"FOSB","P53539","ENSG00000125740",2354,"Protein fosB","CF-Bronchial"
"FGFBP1","Q14512","ENSG00000137440",9982,"Fibroblast growth factor-binding protein 1","CF-Bronchial"
"GLT1D1","Q96MS3","ENSG00000151948",144423,"Glycosyltransferase 1 domain-containing protein 1","CF-Bronchial"
"FCN1","O00602","ENSG00000085265",2219,"Ficolin-1","CF-Bronchial"
"MCEMP1","Q8IX19","ENSG00000183019",199675,"Mast cell-expressed membrane protein 1","CF-Bronchial"
"EHD1","Q9H4M9","ENSG00000110047",10938,"EH domain-containing protein 1","CF-Bronchial"
"CDA","P32320","ENSG00000158825",978,"Cytidine deaminase","CF-Bronchial"
"CCL3","P10147","ENSG00000278567",6348,"C-C motif chemokine 3","CF-Bronchial"
"IFIT2","P09913","ENSG00000119922",3433,"Interferon-induced protein with tetratricopeptide repeats 2","CF-Bronchial"
"TNFSF13B","Q9Y275","ENSG00000102524",10673,"Tumor necrosis factor ligand superfamily member 13B","CF-Bronchial"
"TMSB4X","P62328","ENSG00000205542",7114,"Thymosin beta-4","CF-Bronchial"
"BIRC3","Q13489","ENSG00000023445",330,"Baculoviral IAP repeat-containing protein 3","CF-Bronchial"
"IGSF6","O95976","ENSG00000140749",10261,"Immunoglobulin superfamily member 6","CF-Bronchial"
"VNN2","O95498","ENSG00000112303",8875,"Vascular non-inflammatory molecule 2","CF-Bronchial"
"FOSL2","P15408","ENSG00000075426",2355,"Fos-related antigen 2","CF-Bronchial"
"GK","P32189","ENSG00000198814",2710,"Glycerol kinase","CF-Bronchial"
"GCA","P28676","ENSG00000115271",25801,"Grancalcin","CF-Bronchial"
"ACTB","P60709","ENSG00000075624",60,"Actin, cytoplasmic 1","CF-Bronchial"
"RGL4","Q8IZJ4","ENSG00000159496",266747,"Ral-GDS-related protein","CF-Bronchial"
"JPT1","Q9UK76","ENSG00000189159",51155,"Jupiter microtubule associated homolog 1","CF-Bronchial"
"AIF1","P55008","ENSG00000235588",199,"Allograft inflammatory factor 1","CF-Bronchial"
"PADI4","Q9UM07","ENSG00000280908",23569,"Protein-arginine deiminase type-4","CF-Bronchial"
"ARHGDIB","P52566","ENSG00000111348",397,"Rho GDP-dissociation inhibitor 2","CF-Bronchial"
"CMTM2","Q8TAZ6","ENSG00000140932",146225,"CKLF-like MARVEL transmembrane domain-containing protein 2","CF-Bronchial"
"DDIT3","P35638","ENSG00000175197",1649,"DNA damage-inducible transcript 3 protein","CF-Bronchial"
"EVI2B","P34910","ENSG00000185862",2124,"Protein EVI2B","CF-Bronchial"
"MX1","P20591","ENSG00000157601",4599,"Interferon-induced GTP-binding protein Mx1","CF-Bronchial"
"WAS","P42768","ENSG00000015285",7454,"Wiskott-Aldrich syndrome protein","CF-Bronchial"
"BTG2","P78543","ENSG00000159388",7832,"Protein BTG2","CF-Bronchial"
"GMFG","O60234","ENSG00000130755",9535,"Glia maturation factor gamma","CF-Bronchial"
"MSRB1","Q9NZV6","ENSG00000198736",51734,"Methionine-R-sulfoxide reductase B1","CF-Bronchial"
"NDRG1","Q92597","ENSG00000104419",10397,"Protein NDRG1","CF-Bronchial"
"LTB","Q06643","ENSG00000223448",4050,"Lymphotoxin-beta","CF-Bronchial"
"TAGLN2","P37802","ENSG00000158710",8407,"Transgelin-2","CF-Bronchial"
"SAMSN1","Q9NSI8","ENSG00000155307",64092,"SAM domain-containing protein SAMSN-1","CF-Bronchial"
"ORM1","P02763","ENSG00000229314",5004,"Alpha-1-acid glycoprotein 1","CF-Bronchial"
"RASSF2","P50749","ENSG00000101265",9770,"Ras association domain-containing protein 2","CF-Bronchial"
"ARHGAP9","Q9BRR9","ENSG00000123329",64333,"Rho GTPase-activating protein 9","CF-Bronchial"
"IRAK3","Q9Y616","ENSG00000090376",11213,"Interleukin-1 receptor-associated kinase 3","CF-Bronchial"
"HBA2","P69905","ENSG00000188536",3040,"Hemoglobin subunit alpha","CF-Bronchial"
"UBE2S","Q16763","ENSG00000108106",27338,"Ubiquitin-conjugating enzyme E2 S","CF-Bronchial"
"LAPTM5","Q13571","ENSG00000162511",7805,"Lysosomal-associated transmembrane protein 5","CF-Bronchial"
"BASP1","P80723","ENSG00000176788",10409,"Brain acid soluble protein 1","CF-Bronchial"
"RNF149","Q8NC42","ENSG00000163162",284996,"E3 ubiquitin-protein ligase RNF149","CF-Bronchial"
"CYRIB","Q9NUQ9","ENSG00000153310",51571,"CYFIP-related Rac1 interactor B","CF-Bronchial"
"C5AR1","P21730","ENSG00000197405",728,"C5a anaphylatoxin chemotactic receptor 1","CF-Bronchial"
"LYN","P07948","ENSG00000254087",4067,"Tyrosine-protein kinase Lyn","CF-Bronchial"
"TLR2","O60603","ENSG00000137462",7097,"Toll-like receptor 2","CF-Bronchial"
"ICAM3","P32942","ENSG00000076662",3385,"Intercellular adhesion molecule 3","CF-Bronchial"
"POM121","Q96HA1","ENSG00000196313",9883,"Nuclear envelope pore membrane protein POM 121","CF-Bronchial"
"TSC22D3","Q99576","ENSG00000157514",1831,"TSC22 domain family protein 3","CF-Bronchial"
"MUC13","Q9H3R2","ENSG00000173702",56667,"Mucin-13","CF-Bronchial"
"TYROBP","O43914","ENSG00000011600",7305,"TYRO protein tyrosine kinase-binding protein","CF-Bronchial"
"ADM","P35318","ENSG00000148926",133,"Pro-adrenomedullin","CF-Bronchial"
"CDKN1A","P38936","ENSG00000124762",1026,"Cyclin-dependent kinase inhibitor 1","CF-Bronchial"
"NOP10","Q9NPE3","ENSG00000182117",55505,"H/ACA ribonucleoprotein complex subunit 3","CF-Bronchial"
"ARPC1B","O15143","ENSG00000130429",10095,"Actin-related protein 2/3 complex subunit 1B","CF-Bronchial"
"HBA2","P69905","ENSG00000188536",3040,"Hemoglobin subunit alpha","CF-Bronchial"
"ATP6V1B2","P21281","ENSG00000147416",526,"V-type proton ATPase subunit B, brain isoform","CF-Bronchial"
"ALOX5","P09917","ENSG00000275565",240,"Polyunsaturated fatty acid 5-lipoxygenase","CF-Bronchial"
"HERC5","Q9UII4","ENSG00000138646",51191,"E3 ISG15--protein ligase HERC5","CF-Bronchial"
"ARHGAP25","P42331","ENSG00000163219",9938,"Rho GTPase-activating protein 25","CF-Bronchial"
"RHOG","P84095","ENSG00000177105",391,"Rho-related GTP-binding protein RhoG","CF-Bronchial"
"CD93","Q9NPY3","ENSG00000125810",22918,"Complement component C1q receptor","CF-Bronchial"
"JAML","Q86YT9","ENSG00000160593",120425,"Junctional adhesion molecule-like","CF-Bronchial"
"GBP5","Q96PP8","ENSG00000154451",115362,"Guanylate-binding protein 5","CF-Bronchial"
"RGS1","Q08116","ENSG00000090104",5996,"Regulator of G-protein signaling 1","CF-Bronchial"
"RAB20","Q9NX57","ENSG00000139832",55647,"Ras-related protein Rab-20","CF-Bronchial"
"LSP1","P33241","ENSG00000288199",4046,"Lymphocyte-specific protein 1","CF-Bronchial"
"CDKN2D","P55273","ENSG00000129355",1032,"Cyclin-dependent kinase 4 inhibitor D","CF-Bronchial"
"BPIFA1","Q9NP55","ENSG00000198183",51297,"BPI fold-containing family A member 1","CF-Bronchial"
"NINJ1","Q92982","ENSG00000131669",4814,"Ninjurin-1","CF-Bronchial"
"LILRB2","Q8N423","ENSG00000274513",10288,"Leukocyte immunoglobulin-like receptor subfamily B member 2","CF-Bronchial"
"C3AR1","Q16581","ENSG00000171860",719,"C3a anaphylatoxin chemotactic receptor","CF-Bronchial"
"TMSB10","P63313","ENSG00000034510",9168,"Thymosin beta-10","CF-Bronchial"
"CFB","P00751","ENSG00000242335",629,"Complement factor B","CF-Bronchial"
"PAG1","Q9NWQ8","ENSG00000076641",55824,"Phosphoprotein associated with glycosphingolipid-enriched microdomains 1","CF-Bronchial"
"LDHA","P00338","ENSG00000288299",3939,"L-lactate dehydrogenase A chain","CF-Bronchial"
"VPS18","Q9P253","ENSG00000104142",57617,"Vacuolar protein sorting-associated protein 18 homolog","CF-Bronchial"
"TOR3A","Q9H497","ENSG00000186283",64222,"Torsin-3A","CF-Bronchial"
"CST7","O76096","ENSG00000077984",8530,"Cystatin-F","CF-Bronchial"
